Policy Number,Quote Date,Quote Ref,Policy start date,Line of Business,Underwriter,Premium amount,Policy status,Last renewal date,Payment Method,Business source,Account number,Sort code,Cancel Date,Declared accident,Conviction,Title,First name,Surname,Gender,Address Postcode,Email,Phone,Voluntary Excess,Compulsory Excess,Occupation,NCB,Licence Years,Email Domain,Marital status ,Véhicule registration ,Make ,Model,Class of use,Cover type,Purchase Date,Storage,Vehicle value ,Date of Birth 
Q63545765,18/09/2025,Q116102,29/09/2024,Private,Markerstudy Insurance,1971.09 USD,Cancelled,23/03/2023,Credit Card,Broker,79733693,89091,null,NO,YES,Mx,John,Smith,Other,"51 Edinburgh Road, M91 5XX",john.smith@gmail.com,7692779582,0,100,Accountant,11,13,Yahoo.com,Widowed,GA22YZZ,BMW,5 Series,Commercial,Third Party fire,24/10/2018,Private Land,14323,17/11/1975
P77309623,02/05/2025,Q768106,02/01/2025,Private,Markerstudy Insurance,1497.17,Live,null,Direct debit,Broker,60530768,96162,null,No,Yes,Miss,Harper,Robinson,Female,"77 Edinburgh Road, L69 4XX",harper.robinson@hotmail.com,7953969107,250,0,Unemployed,4,6,Hotmail.com,Marriage,GA24VAC,Mercedes,A Class,Social only,Third Party only,04/02/2019,Driveway,44962,26/02/1972
Mf97764988,26/01/2024,Q771187,24/12/2025,Commercial,Allianz,1812.95,Live,null,paid in full,Comparison Site,86675884,57811,null,YES,YES,Miss,Joseph,Evans,Other,"20 Bristol Road, M55 3XX",joseph.evans@gmail.com,7324231802,250,50,Doctor,14,13,Yahoo.com,Living with partner,GP16XYB,Volkswagen,Polo,Business use,Third Party only,08/01/2019,Street,46853,06/12/1964
Mf69916794,06/11/2025,Q363327,26/08/2025,Private,Aviva,865.19,Cancelled,null,Cheque,Broker,71267326,62295,null,YES,Yes,Dr,Emma,Stick,Male,"66 Glasgow Road, M49 2XX",emma.stick@hotmail.com,7712622258,250,0,Manager,10,11,Hotmail.com,Widowed,CA13XZC,Volkwagen,Golf,Business use,Comprehensive,15/06/2019,Driveway,12937,null
Mf31075472,13/12/2024,Q952486,25/03/2025,Private,Tradex insurance,902.33,Live,null,Monthly,Comparison Site,95970653,98951,null,Yes,YES,Mr,Emily,Hall,Other,"56 Birmingham Road, B70 5XX",emily.hall@hotmail.com,7624353264,100,50,Unemployed,4,20,gmail.com,Married,MP23YYC,Toyota,RAV4,Social & Commuting,Third Party only,07/06/2018,Street,27884,11/12/1972
H37154071,20/08/2024,Q586773,21/07/2024,Private,Zurich,1625.49,Cancelled,null,Direct debit,Aggregator,81721303,30996,null,No,Yes,Dr,Harper,Thompson,Female,"95 Birmingham Road, M76 8XX",harper.thompson@yahoo.com,7973504741,0,200,Doctor,2,8,Gmail.com,Widowed,CP11VYC,Mercedez,C Class,Social only,Third Party only,28/10/2020,Private Land,33738,20/11/1975
Q98359123,14/01/2024,Q947238,05/02/2024,Commercial,Allianz,1918.78,Suspended,null,Direct debit,Broker,20346002,94474,null,No,null,Dr,Michael,Hall,Female,"44 Liverpool Road, L92 7XX",michael.hall@gmail.com,7778306738,250,0,Personla Trainer,5,14,Hotmail.com,Single,LA24XZC,Volkwagen,Polo,Social & Commuting,Comprehensive,26/03/2019,Street,4899,10/09/1969
A29508335,26/03/2025,Q601272,Invalid Date,Commercial,AXA,692.8,Pending,04/11/2023,Direct debit,Aggregator,76271801,63238,null,No,No,Mx,William,Walker,Male,"59 Leeds Road, L89 3XX",william.walker@hotmail.com,7154804574,250,200,Doctor,11,4,gmail.com,Married,MD24VYC,Ford,Focus,Business use,Third Party fire,17/05/2017,Private Land,44324,21/12/1972
P81749807,06/07/2025,Q506765,16/03/2024,Private,Tradex insurance,509.81,Live,null,Credit Card,Aggregator,75243303,56412,null,YES,null,Ms,Sophia,Wood,Other,"56 Leeds Road, M22 1XX",sophia.wood@yahoo.com,7658306164,250,200,Sales Assistant,4,14,Hotmail.com,Marriage,MP15VZZ,Audi,A3,Social only,Third Party only,06/03/2021,Car Park,30431,25/09/1981
Mf88285670,02/02/2025,Q419781,14/10/2025,Commercial,Aviva,1890.88,lapse,null,Cheque,Comparison Site,89734092,46105,null,Yes,null,Mx,Olivia,Davies,Female,"10 Edinburgh Road, M65 7XX",olivia.davies@hotmail.com,7556604890,0,200,Personal Trainer,5,12,Hotmail.com,Living with partner,LP12XAC,Mercedes,A Class,Social only,Third Party fire,16/11/2020,Driveway,44043,25/05/1970
Mf21362965,12/05/2024,Q344948,01/03/2024,Private,Markerstudy Insurance,616.27,Live,null,Direct debit,Aggregator,39636561,28282,null,Yes,YES,Ms,Isabella,Davies,Male,"60 Liverpool Road, B45 1XX",isabella.davies@gmail.com,7261295236,250,100,Manager,8,10,Hotmail.com,Divorced,LP12YYZ,Mercedes,C Class,Social only,Third Party fire,12/07/2017,Private Land,45365,13/06/1977
Q11853078,15/09/2024,Q845647,18/07/2025,Commercial,Tradex insurance,1405.91,lapse,null,Monthly,Direct,51337414,42159,null,null,NO,Ms,Mia,Thompson,Male,"43 Bristol Road, G50 7XX",mia.thompson@gmail.com,7278217095,0,100,Nurse,15,10,Hotmail.com,Marriage,LA20VAC,Toyota,RAV4,Commercial,Third Party fire,04/04/2023,Driveway,49159,11/03/1984
Mf75843526,30/06/2024,Q951006,25/07/2025,Commercial,Tradex insurance,1982.15,Suspended,null,Credit Card,Broker,22018450,77845,null,YES,No,Mrs,Mark,Wood,Other,"91 Manchester Road, B15 5XX",mark.wood@hotmail.com,7978386823,500,200,Accountant,4,20,Hotmail.com,Married,GA10YAZ,Audi,A3,Social only,Third Party fire,06/10/2018,Car Park,33310,27/12/2004
Mf30791340,27/07/2025,Q842521,08/08/2024,Commercial,Markerstudy Insurance,722.78,Cancelled,17/09/2023,Monthly,Direct,10406027,62162,null,No,null,Mx,Michael,Green,Female,"62 Edinburgh Road, B90 3XX",michael.green@gmail.com,7597738493,0,100,Personla Trainer,9,11,Gmail.com,Single,LA18VZC,Volkwagen,Golf,Social & Commuting,Third Party fire,null,Street,28872,01/11/1987
P99393478,30/10/2025,Q595666,09/06/2025,Commercial,Aviva,249.1,Live,null,Cheque,Comparison Site,27251153,68868,null,Yes,NO,Mrs,John,White,Female,"64 London Road, B94 2XX",john.white@gmail.com,7336189717,100,50,Unemployed,1,7,gmail.com,Widowed,GP14VAZ,Toyota,Corolla,Social & Commuting,Third Party fire,10/05/2023,Private Land,22802,20/05/1963
P91502324,07/11/2025,Q610358,15/05/2024,Commercial,Zurich,-576.89,Pending,null,Monthly,Broker,79299997,82372,null,NO,NO,Mr,Emily,North,Other,"88 Bristol Road, B37 7XX",emily.north@yahoo.com,7817495826,0,0,Driver,0,1,Yahoo.com,Marriage,LP12YYZ,Volkwagen,Polo,Commercial,Third Party fire,null,Garage,12096,13/06/1962
Q25221555,16/11/2025,Q851746,11/09/2025,Commercial,Aviva,153.04,lapse,null,Cheque,Aggregator,43853025,11506,null,null,NO,Dr,Harper,Roberts,Male,"38 Edinburgh Road, M59 3XX",harper.roberts@yahoo.com,7379990426,250,200,Accountant,0,18,Yahoo.com,Divorced,CA24VYB,Audi,A3,Social & Commuting,Third Party fire,26/04/2022,Garage,21094,23/11/1992
A40911582,08/10/2025,Q462232,10/06/2024,Commercial,Tradex insurance,1039.13,Pending,19/10/2024,paid in full,Aggregator,93296766,32414,null,NO,YES,Mx,Emily,Wright,Female,"52 Leeds Road, B7 1XX",emily.wright@yahoo.com,7833248375,500,200,Personla Trainer,6,10,Yahoo.com,Divorced,GP12YAZ,BMW,3 Series,Business use,Third Party fire,11/07/2017,Private Land,2819,24/02/1971
H71970794,09/03/2025,Q260681,16/09/2025,Commercial,AXA,$1349.81,Suspended,null,Monthly,Broker,89833420,11837,null,Yes,NO,Mrs,Amelia,wright ,Other,"89 Manchester Road, L15 8XX",amelia.wright@yahoo.com,7608213110,0,200,Accountant,4,16,Hotmail.com,Living with partner,LD22XAC,Ford,Mondeo,Social & Commuting,Comprehensive,10/03/2023,Garage,3596,05/02/2004
Mf35471421,06/03/2025,Q254828,20/08/2025,Private,Zurich,1061.86,lapse,null,Monthly,Broker,35512717,34551,null,YES,Yes,Miss,Joseph,Hall,Female,"98 London Road, B42 5XX",joseph.hall@gmail.com,7209886550,250,0,Driver,5,8,Hotmail.com,Divorced,GP11YAZ,Mercedes,E Class,Social only,Comprehensive,14/10/2015,Street,26406,23/01/1960
A17030875,07/08/2025,Q998042,26/01/2024,Private,Allianz,1987.42,Cancelled,null,Monthly,Broker,84784993,76270,null,No,YES,Ms,Emma,Jones,Female,"34 London Road, M5 8XX",emma.jones@yahoo.com,7482362842,250,0,Doctor,3,6,Hotmail.com,Single,GA17YAB,Ford,Mondeo,Social & Commuting,Third Party only,26/12/2015,Driveway,37213,26/07/1986
H28256511,02/12/2025,Q584843,30/05/2025,Commercial,Zurich,330.92,Live,null,Cheque,Aggregator,90882407,99411,null,null,YES,Mx,Amelia,Davies,Female,"38 Edinburgh Road, G38 1XX",amelia.davies@hotmail.com,7143084175,250,50,Personal Trainer,1,5,Yahoo.com,Single,LD19XYC,Mercedez,C Class,Commercial,Third Party only,15/09/2016,Garage,5453,11/01/1964
A19118881,13/11/2025,Q624762,28/10/2025,Commercial,Aviva,1383.1,Suspended,22/11/2024,Cheque,Aggregator,42956365,86491,null,Yes,NO,Mx,Sophia,Davies,Other,"42 Leeds Road, M6 4XX",sophia.davies@gmail.com,7921572972,100,200,Teacher,10,11,gmail.com,Widowed,MP14XYC,Volkwagen,Golf,Social & Commuting,Comprehensive,04/01/2019,Driveway,11366,08/11/1972
P19799757,22/02/2025,Q415323,15/11/2025,Commercial,Markerstudy Insurance,838.77,Cancelled,05/05/2023,Cheque,Broker,10878611,98157,null,NO,NO,Ms,Mia,Wilson,Female,"87 Birmingham Road, M52 6XX",mia.wilson@gmail.com,7146297816,0,50,Retired,7,15,gmail.com,Living with partner,CD18YYC,Ford,Fiesta,Social & Commuting,Comprehensive,17/05/2022,Garage,9665,25/02/1994
Mf91356114,13/09/2024,Q705382,31/05/2024,Commercial,AXA,702.55,Pending,26/12/2023,Cheque,Broker,45098181,22701,null,No,NO,Mrs,Robert,Thompson,Other,"15 Edinburgh Road, B94 3XX",robert.thompson@hotmail.com,7629999716,0,100,Nurse,1,14,Hotmail.com,Single,GD11VZC,Audi,A4,Social only,Third Party only,19/04/2019,Garage,11660,27/02/1960
Q51230930,18/01/2025,Q940624,06/01/2024,Commercial,Markerstudy Insurance,1041.18,Pending,null,Cheque,Direct,93395268,60898,null,YES,NO,Mr,Sarah,Green,Male,"28 Birmingham Road, L15 2XX",sarah.green@gmail.com,7855287458,250,0,IT Consultant,5,9,Hotmail.com,Divorced,CP17XYC,Toyota,Yaris,Commercial,Comprehensive,27/02/2016,Driveway,17551,14/12/1960
H87300048,07/09/2025,Q982837,26/07/2025,Commercial,Markerstudy Insurance,1103.53,lapse,null,Direct debit,Aggregator,40601802,57526,null,null,YES,Mr,Joseph,Hall,Male,"43 Birmingham Road, L18 6XX",joseph.hall@yahoo.com,7113430851,100,50,Manager,6,11,gmail.com,Living with partner,MP16YAB,Volkwagen,Polo,Social & Commuting,Third Party fire,25/03/2020,Private Land,37873,06/07/2004
P26250741,14/04/2024,Q270100,Invalid Date,Commercial,Markerstudy Insurance,975.53,Pending,null,Direct debit,Direct,27730888,79241,null,No,No,Ms,James,Williams,Other,"48 Birmingham Road, M85 3XX",james.williams@hotmail.com,7183471292,100,50,Unemployed,7,13,Yahoo.com,Living with partner,MD20YZC,Mercedez,C Class,Business use,Third Party only,28/09/2017,Garage,9158,19/07/1975
A45650972,18/07/2025,Q163138,27/12/2025,Commercial,Markerstudy Insurance,1338.09,Live,null,paid in full,Broker,36154232,79097,null,null,Yes,Mx,Michael,Stick,Other,"96 Leeds Road, L35 1XX",michael.stick@yahoo.com,7392480223,100,0,Teacher,8,13,gmail.com,Marriage,LP13YAC,Mercedes,C Class,Business use,Third Party fire,12/10/2017,Garage,28820,01/08/1981
H88858931,31/03/2024,Q791559,01/12/2025,Commercial,Allianz,147.91,Live,null,paid in full,Broker,38869520,71593,null,NO,NO,Dr,Katie,Thompson,Other,"38 Manchester Road, G71 3XX",katie.thompson@hotmail.com,7968048960,100,200,Student,5,13,gmail.com,Married,MP15YAC,Mercedez,C Class,Commercial,Third Party fire,28/03/2021,Car Park,37587,23/05/1972
Mf38310114,17/04/2024,Q653620,10/11/2024,Private,Aviva,1064.14,lapse,null,Direct debit,Aggregator,93064736,81960,null,No,No,Mx,Charles,Green,Male,"17 London Road, B68 9XX",charles.green@yahoo.com,7295860234,250,100,Manager,1,7,Yahoo.com,Single,CD12XAC,Volkwagen,Polo,Social & Commuting,Comprehensive,19/11/2018,Private Land,7477,30/08/2003
A67557933,09/04/2024,Q790735,10/01/2024,Commercial,Direct Line,1261.51,Suspended,null,paid in full,Aggregator,36429264,68010,null,NO,Yes,Mrs,Emily,White,Female,"40 Manchester Road, G13 6XX",emily.white@yahoo.com,7264896934,100,200,Teacher,7,20,gmail.com,Married,MD21XZC,Mercedez,A Class,Business use,Comprehensive,27/10/2018,Garage,27893,16/02/1997
A60835487,07/02/2025,Q438986,14/08/2024,Commercial,Aviva,322.26,Cancelled,null,paid in full,Aggregator,64451418,18274,null,Yes,null,Dr,Sarah,Wright,Other,"64 Liverpool Road, B96 1XX",sarah.wright@gmail.com,7785382986,250,0,IT Consultant,5,13,Hotmail.com,Widowed,LD25YYC,Ford,Mondeo,Social only,Third Party fire,08/06/2017,Car Park,34733,28/08/1978
Mf92988578,26/07/2024,Q143728,03/03/2025,Commercial,Allianz,1378.95,lapse,null,Monthly,Aggregator,82961062,36537,null,No,Yes,Mrs,Mark,Stick,Other,"28 Birmingham Road, M3 6XX",mark.stick@yahoo.com,7485913236,250,200,Engineer,7,7,gmail.com,Living with partner,CD25VAB,Volkswagen,Golf,Commercial,Comprehensive,16/09/2023,Garage,26641,24/11/1960
P75750444,29/09/2025,Q102804,24/03/2024,Private,Markerstudy Insurance,766.98,Pending,null,Monthly,Aggregator,88929505,73592,null,null,Yes,Mrs,Olivia,wood ,Other,"75 Glasgow Road, G61 9XX",olivia.wood@yahoo.com,7588099730,500,200,Doctor,5,18,Hotmail.com,Divorced,GA25XAC,Toyota,RAV4,Social only,Comprehensive,06/11/2017,Garage,24594,24/06/1974
H71934673,10/05/2024,Q972292,30/03/2025,Private,Aviva,366.42,Suspended,10/02/2023,Direct debit,Broker,11790965,99893,13/07/2025,No,Yes,Mx,Charles,Smith,Female,"40 London Road, M75 1XX",charles.smith@hotmail.com,7821984917,100,50,Doctor,1,1,gmail.com,Marriage,MD21YAB,Volkwagen,Polo,Business use,Third Party fire,21/04/2016,Street,15863,23/06/2003
A88599040,14/07/2024,Q108109,09/01/2024,Private,Tradex insurance,1595.99,Cancelled,null,paid in full,Broker,36701011,18587,null,null,YES,Mrs,James,Evans,Other,"6 Bristol Road, L32 7XX",james.evans@hotmail.com,7318278927,0,50,Doctor,12,14,Yahoo.com,Marriage,MD18XYZ,Mercedes,A Class,Social & Commuting,Third Party only,26/01/2022,Garage,5516,05/09/2000
P11361728,26/10/2025,Q232188,29/06/2024,Private,AXA,1848.72,Live,null,Credit Card,Aggregator,58872659,72500,null,No,Yes,Ms,Olivia,Wright,Other,"95 Birmingham Road, B2 4XX",olivia.wright@hotmail.com,7445656625,100,200,IT Consultant,1,12,Yahoo.com,Widowed,GP16VYC,Toyota,Yaris,Commercial,Comprehensive,13/05/2020,Private Land,6184,29/07/1961
P63106870,13/07/2024,Q574107,null,Commercial,Direct Line,$473.3,lapse,17/10/2023,Credit Card,Direct,52825840,51744,null,YES,No,Mx,William,Jones,Female,"35 Edinburgh Road, M35 5XX",william.jones@yahoo.com,7571295761,250,100,Retired,10,1,Yahoo.com,Single,MP20VAZ,Mercedez,C Class,Business use,Third Party fire,31/08/2015,Street,27923,09/01/1961
A73304283,20/05/2024,Q113208,19/10/2024,Private,Direct Line,918.05,Suspended,null,paid in full,Direct,70907097,25083,null,null,Yes,Mr,James,Smith,Other,"24 Edinburgh Road, M49 9XX",james.smith@gmail.com,7520452252,0,100,IT Consultant,9,12,Gmail.com,Living with partner,CP19XAB,Volkwagen,Polo,Social & Commuting,Third Party fire,06/09/2019,Private Land,30673,28/04/1976
H76700383,14/11/2025,Q328789,27/07/2025,Commercial,Allianz,1838.79,Suspended,03/08/2023,Monthly,Direct,20830940,51291,null,YES,YES,Miss,James,Hall,Other,"9 London Road, B98 5XX",james.hall@yahoo.com,7522811601,250,100,Sales Assistant,14,4,gmail.com,Single,MA21XAZ,Toyota,Corolla,Commercial,Third Party fire,12/01/2015,Street,40141,05/11/1968
Q63263550,20/12/2024,Q729313,19/07/2025,Commercial,Allianz,698.36,Pending,null,Credit Card,Aggregator,75957988,97406,null,NO,NO,Mx,Olivia,Brown,Other,"85 Edinburgh Road, G90 4XX",olivia.brown@yahoo.com,7467229917,0,100,Retired,12,3,gmail.com,Widowed,CD23XZB,Audi,A3,Commercial,Comprehensive,26/11/2019,Driveway,31856,03/08/1967
Q49802587,27/11/2024,Q636544,29/11/2025,Commercial,AXA,1006.53,Pending,01/03/2024,Monthly,Direct,70327286,46620,null,Yes,YES,Mrs,Mark,Evans,Female,"44 Manchester Road, G86 1XX",mark.evans@yahoo.com,7367879184,250,0,Engineer,14,3,Gmail.com,Single,CA24YYZ,Mercedes,A Class,Business use,Third Party fire,23/07/2020,Driveway,28958,02/08/1994
Mf79646419,29/06/2024,Q370601,22/09/2024,Commercial,AXA,182.61,Pending,28/02/2024,paid in full,Aggregator,35357245,20244,null,No,YES,Mx,John,Jones,Female,"65 Bristol Road, B83 4XX",john.jones@gmail.com,7145475046,250,0,Sales Assistant,15,0,Hotmail.com,Marriage,LA11XAZ,Toyota,Corolla,Social only,Comprehensive,18/10/2017,Street,7624,29/01/1964
H78858127,26/08/2025,Q499677,22/05/2025,Private,Direct Line,1469.41,Cancelled,13/09/2023,Credit Card,Aggregator,18493739,97215,null,YES,Yes,Miss,Sophia,stick ,Male,"48 Bristol Road, G88 8XX",sophia.stick@yahoo.com,7677732268,500,0,Nurse,8,18,gmail.com,Divorced,MD19YZC,Volkswagen,Polo,Social & Commuting,Third Party fire,13/10/2023,Street,15966,21/06/1987
P73370256,05/05/2025,Q733333,19/05/2025,Commercial,Tradex insurance,1921.44,Live,null,Cheque,Aggregator,48294289,41545,12/08/2025,null,YES,Mx,Mark,davies ,Male,"44 Leeds Road, M11 4XX",mark.davies@yahoo.com,7998176480,500,100,Personal Trainer,12,0,Gmail.com,Marriage,LP10XYB,Audi,Q5,Social only,Third Party fire,03/08/2022,Street,11194,29/12/1981
P90408264,14/01/2024,Q657350,20/01/2025,Private,Allianz,618.57,Suspended,null,Monthly,Broker,10253552,10264,null,YES,null,Mr,Charles,Evans,Other,"36 Glasgow Road, G1 7XX",charles.evans@hotmail.com,7173623331,0,200,Doctor,14,19,Hotmail.com,Single,GD25VZB,Audi,A4,Commercial,Comprehensive,14/10/2021,Garage,34139,16/04/1969
Mf79762075,14/10/2025,Q315603,08/05/2025,Private,Markerstudy Insurance,917.99,Suspended,null,Cheque,Aggregator,28259616,14270,05/04/2024,No,Yes,Ms,Joseph,Taylor,Other,"63 Edinburgh Road, L66 6XX",joseph.taylor@gmail.com,7389152471,250,50,Personal Trainer,11,16,Gmail.com,Widowed,CD23XYB,Audi,Q5,Business use,Third Party fire,24/02/2020,Private Land,29679,14/04/1969
P79022414,22/06/2024,Q799196,05/01/2025,Commercial,Zurich,1738.09,Live,null,Cheque,Direct,17100877,28094,15/02/2024,null,No,Mx,David,Jones,Other,"39 Edinburgh Road, L16 4XX",david.jones@gmail.com,7360813241,100,200,Personal Trainer,5,14,Gmail.com,Single,MD21XAC,BMW,3 Series,Business use,Comprehensive,01/08/2018,Car Park,19423,06/11/1992
P87552302,29/10/2024,Q828361,28/08/2025,Commercial,Allianz,1700.46,Cancelled,null,Cheque,Aggregator,29069175,67891,null,No,null,Ms,David,Robinson,Female,"45 Edinburgh Road, B94 5XX",david.robinson@hotmail.com,7576078202,0,50,Personal Trainer,10,3,gmail.com,Divorced,LA23VYZ,Mercedes,A Class,Commercial,Comprehensive,28/07/2023,Street,6444,10/09/1969
Q88611283,11/09/2024,Q216979,10/02/2025,Commercial,Tradex insurance,1124.39,lapse,null,Cheque,Comparison Site,70620943,94453,null,No,Yes,Ms,Katie,Robinson,Male,"58 Birmingham Road, M9 6XX",katie.robinson@gmail.com,7474150783,100,0,Doctor,11,13,Yahoo.com,Married,MD14YYC,Mercedez,A Class,Social only,Third Party fire,21/09/2022,Private Land,16864,13/10/1976
P52683987,16/03/2025,Q396430,09/10/2024,Commercial,Direct Line,756.22,Cancelled,null,Cheque,Aggregator,19728948,47426,null,No,Yes,Dr,Mark,Robinson,Male,"96 Liverpool Road, M57 9XX",mark.robinson@hotmail.com,7740324183,500,0,Nurse,6,13,Yahoo.com,Marriage,CP10VAC,Audi,Q5,Social only,Third Party fire,12/02/2017,Garage,47965,19/09/1962
A24617715,09/02/2024,Q362766,09/06/2025,Private,Direct Line,1549.65,Live,02/12/2023,paid in full,Direct,52382214,29807,16/01/2025,No,null,Mr,Amelia,Jones,Male,"11 Glasgow Road, G6 8XX",amelia.jones@gmail.com,7273915375,100,100,Unemployed,14,0,Hotmail.com,Living with partner,GP17VZB,Mercedez,C Class,Business use,Comprehensive,13/03/2019,Car Park,29577,10/10/1968
Mf90658342,13/03/2025,Q643567,01/09/2025,Private,Direct Line,1286.88,Suspended,null,Cheque,Aggregator,88091656,33893,null,NO,YES,Ms,William,Hall,Male,"12 Manchester Road, B8 1XX",william.hall@gmail.com,7938113261,250,200,Unemployed,8,7,Yahoo.com,Married,LP13XYC,Volkwagen,Polo,Social & Commuting,Third Party fire,08/11/2023,Car Park,39399,23/03/1983
H15838965,11/07/2025,Q497151,13/12/2025,Private,Markerstudy Insurance,1063.79,Suspended,null,Monthly,Direct,35339790,27145,null,Yes,null,Dr,Sarah,williams ,Female,"77 London Road, G73 4XX",sarah.williams@yahoo.com,7372105049,500,100,IT Consultant,15,2,gmail.com,Single,MD23VZB,Audi,A3,Social only,Third Party fire,06/11/2019,Car Park,43349,31/12/1987
A49220826,10/10/2025,Q455799,01/01/2025,Commercial,Aviva,178.3,Suspended,null,Monthly,Broker,30532250,60583,null,NO,No,Miss,Isabella,Robinson,Other,"40 Manchester Road, L90 8XX",isabella.robinson@gmail.com,7966911213,0,0,Unemployed,12,11,Hotmail.com,Marriage,MD25YZC,Mercedez,C Class,Social only,Third Party only,07/04/2016,Car Park,28119,29/10/2001
Q71336668,07/04/2024,Q459322,24/05/2025,Commercial,Tradex insurance,1130.61,Suspended,Invalid Date,Monthly,Broker,98382000,74695,null,YES,null,Mx,Thomas,Robinson,Female,"78 Edinburgh Road, L41 3XX",thomas.robinson@yahoo.com,7752932407,100,100,IT Consultant,10,4,gmail.com,Single,MP12VZB,Volkwagen,Polo,Social only,Third Party only,16/02/2018,Private Land,23578,15/02/1993
Mf30203881,08/03/2024,Q895177,null,Private,Allianz,1580.85,Pending,Invalid Date,Direct debit,Comparison Site,77957500,68115,null,No,No,Ms,Katie,Taylor,Male,"49 Edinburgh Road, G23 5XX",katie.taylor@yahoo.com,7521706853,500,100,Retired,13,16,Yahoo.com,Single,MP24VZC,Toyota,RAV4,Business use,Comprehensive,03/09/2018,Private Land,37301,06/05/2002
H49356942,09/08/2025,Q660837,10/07/2024,Private,Aviva,1620.32,Suspended,null,Credit Card,Direct,85713015,41972,null,null,No,Mrs,Joseph,Davies,Male,"92 Liverpool Road, L13 3XX",joseph.davies@gmail.com,7904179294,250,200,Sales Assistant,1,0,Gmail.com,Living with partner,GD20XYB,Mercedes,A Class,Commercial,Third Party only,22/03/2021,Garage,35168,26/05/2002
A46084329,21/07/2025,Q523767,30/11/2025,Private,Allianz,null,Cancelled,null,Direct debit,Aggregator,43154710,80846,null,Yes,null,Mrs,Olivia,White,Other,"24 Glasgow Road, M75 4XX",olivia.white@hotmail.com,7244062751,500,50,Teacher,14,9,Hotmail.com,Widowed,MA20YAZ,Audi,A3,Commercial,Third Party fire,24/07/2015,Street,15796,06/08/1986
A12352985,null,Q130345,03/03/2025,Commercial,AXA,1008.43,lapse,18/01/2024,Credit Card,Comparison Site,85299817,95522,null,YES,null,Dr,Sarah,Smith,Female,"47 Manchester Road, G78 1XX",sarah.smith@yahoo.com,7349511677,250,0,Student,8,7,Hotmail.com,Widowed,GP20XAZ,Audi,A4,Social & Commuting,Comprehensive,null,Car Park,35087,09/06/1967
